STT;Vị trí xếp giá;Mã xếp giá;Số lượng;Nhan đề;Nhan đề song song;Tác giả;Thể loại;Tập;Năm XB;Lần XB;Nhà XB;Ngôn ngữ;Mã quốc tế;;;
148;020;020-008-16;1;国際シンポジウム50　A Pirate's View of World History　A Reversed Perception of the Order of Things From a Global Perspective - THE 50TH INTERNATIONAL RESEARCH SYMPOSIUM;0;International research Center for Japanese Studies;Tổng hợp chung;0;2016;1;国際日本文化研究センター;Dual lingual;09152822;;;
149;020;020-008-17;1;Japanese Studies Down Under: History, Politics, Literature and Art - OVERSEAS SYMPOSIUM 2016 IN OTAGO;南太平洋から見る日本研究―歴史、政治、文学、芸術―;International research Center for Japanese Studies;Tổng hợp chung;0;2016;1;国際日本文化研究センター;English;09152822;;;
150;020;020-009;1;国際日本学研究第2号;0;0;Tổng hợp chung;0;0;0;法政大学;Japanese;0;;;
151;020;020-010-1;1;国際日本学研究叢書11異文化としての日本;0;法政大学国際日本学研究所;Tổng hợp chung;0;2010;1;0;Japanese;18838618;;;
152;020;020-010-2;1;国際日本学研究叢書14転換期日中関係論の最前線;0;法政大学国際日本学研究所;Tổng hợp chung;0;2010;1;0;Japanese;18838618;;;
153;020;020-011-1;1;日文研no.41;0;国際日本文化研究センター;Tổng hợp chung;0;2008;1;国際日本文化研究センター;Japanese;9150889;;;
154;020;020-011-2;1;日文研no.42;0;国際日本文化研究センター;Tổng hợp chung;0;2009;1;国際日本文化研究センター;Japanese;9150889;;;
155;020;020-011-3;1;日文研no.56;0;国際日本文化研究センター;Tổng hợp chung;0;2016;1;国際日本文化研究センター;Japanese;9150889;;;
156;020;020-011-4;1;日文研no.60;0;国際日本文化研究センター;Tổng hợp chung;0;2018;1;国際日本文化研究センター;Japanese;9150889;;;
157;020;020-012-1;1;Japanese Studies Around The World 2002　Korea Under Japanese Rule - Past and Current Research Results and Issues for Future Research;0;Matsuda Toshihiko;Tổng hợp chung;0;2009;1;国際日本文化研究センター;English;0;;;
158;020;020-012-2;1;世界の日本研究2008　日本の仏学者：21世紀の仏学に向けて;Japanese Studies Around The World 2008　Scholars of Buddhism in Japan: Buddhist Studies in the 21st Century;James Baskind;Tổng hợp chung;0;2009;1;国際日本文化研究センター;Dual lingual;0;;;
159;020;020-012-3;1;世界の日本研究2015　「日本研究」を通じて人文科学を考える;Japanese Studies Around The World 2015　Contemplating the Humanities through Japanese Studies;郭南燕&白石恵理;Tổng hợp chung;0;2016;1;国際日本文化研究センター;Dual lingual;9784901558808;;;
160;020;020-012-4;1;世界の日本研究2017　国際的視野からの日本研究;Japanese Studies Around The World 2017　Japanese Studies from International Perspectives;郭南燕;Tổng hợp chung;0;2017;1;国際日本文化研究センター;Dual lingual;9784901558884;;;
161;020;020-013;1;Cuurent state of Japanese Studies in Korea;0;Jin, Changsoo;Tổng hợp chung;0;2007;1;Hanul Academy;English;0;;;
162;020;020-014;1;国際日本文化研究センター要覧２００９;0;国際日本文化研究センター;Tổng hợp chung;0;2009;1;国際日本文化研究センター;Dual lingual;0;;;
163;020;020-015;2;Hamlet survey report Duong Lam Village;0;Nara national research institute for cultural properties;Tổng hợp chung;0;2009;1;Nara national research institute for cultural properties;English;0;;;
164;020;020-016;1;International symposium on area informatics and historical studies in Thang Long - Ha Noi;0;Center for southeast asian studies;Tổng hợp chung;0;2005;1;Center for southeast asian studies Kyoto university;English;4901668196;;;
165;020;020-017;1;Frontline scientific research projects advanced in Japan;0;JSPS;Tổng hợp chung;0;2008;1;JSPS;English;0;;;
166;020;020-018;0;周縁の文化交歩学シリーズ1東アジアの茶飲文化と茶業;0;西村昌也;Tổng hợp chung;0;2011;1;関西大学交歩学教育研究拠点;0;978990516437;;;
167;020;020-019;1;国際文化会館会報 vo.24, no.2, 2013;0;国際文化会館;Tổng hợp chung;0;2013;1;国際文化会館;0;4523237;;;
168;020;020-020;1;International house of Japan bulletin vo.33, no.2, 2013;0;International house of Japan;Tổng hợp chung;0;2013;1;International house of Japan;0;2852608;;;
169;020;020-021-1;1;日本近代思想大系・開国;-;田中彰;Tổng hợp chung;0;1991;0;岩波書店;Japanese;4002300013;;;
170;020;020-021-2;1;日本近代思想大系・都市建築;-;藤林照信;Tổng hợp chung;0;1990;7;岩波書店;Japanese;4002300196;;;
171;020;020-021-3;1;日本近代思想大系・科学と技術;-;飯田賢一;Tổng hợp chung;0;1989;2;岩波書店;Japanese;4002300145;;;
172;020;020-021-4;1;日本近代思想大系・家と村;-;海野福寿;Tổng hợp chung;0;1989;9;岩波書店;Japanese;400230020X;;;
173;020;020-021-5;1;日本近代思想大系・差別の諸相;-;ひろたまさき;Tổng hợp chung;0;1990;3;岩波書店;Japanese;4002300226;;;
174;020;020-022-1;1;20世記の東アジア史　I 国際関係史概論;20th Century East Asia: A New History;田中明彦、川島真;Tổng hợp chung;1;2020;1;東京大学出版会;Japanese;9784130203098;;;
175;020;020-022-2;1;20世記の東アジア史　II 各国史[1]東北アジア;20th Century East Asia: A New History;田中明彦、川島真;Tổng hợp chung;2;2020;1;東京大学出版会;Japanese;9784130203098;;;
176;020;020-022-3;1;20世記の東アジア史　III 各国史[2] 東南アジア;20th Century East Asia: A New History;田中明彦、川島真;Tổng hợp chung;3;2020;1;東京大学出版会;Japanese;9784130203098;;;
177;030;030-001;1;共に歩けば;-;隆杉実夫;Tổng hợp chung;0;2002;1;国際協力出版会;Japanese;-;;;
178;030;030-002;1;Statistical handbook of Japan 2009 ;-;Statistics Bureau;Tổng hợp chung;0;2009;1;Ministry of Internal Affair and Communications;English;-;;;
179;030;030-003;1;Reinventing Japan Time space nation;0;Tessa Morris-Suzuki;Tổng hợp chung;0;1998;1;M.E.Sharpe;English;9780765600820;;;
180;030;030-004;1;大学新入生に薦める101冊の本;0;広島大学;Tổng hợp chung;0;2007;7;岩波書店;Japanese;9784000237635;;;
181;030;030-005-1;2;英語で話す宮沢賢治短編集;The tales of Miyazawa Kenji;宮沢賢治・John Bester 「訳」;Tổng hợp chung;0;2008;15;講談社;Dual lingual;9784770020819;;;
182;030;030-005-10;2;英語で読む日本史;Japanese History;0;Tổng hợp chung;0;2009;3;講談社;Dual lingual;9784770040183;;;
183;030;030-005-11;1;まんが日本昔ばなし愉快なお話;Once Upon a Time in jolly Japan;Sayumi Kawauchi, Ralph F. McCarthy;Tổng hợp chung;0;2006;6;講談社;Dual lingual;9784770028815;;;
184;030;030-005-12;1;まんが日本昔話妖しお話;Once Upon a Time in Ghostly Japan;Sayumi Kawauchi, Ralph F. McCarthy;Tổng hợp chung;0;2006;9;講談社;Dual lingual;9784770023476;;;
185;030;030-005-13;1;イラスト日本まるごと事典;Japan at a glance Updated;0;Tổng hợp chung;1;2006;8;講談社;Dual lingual;9784770028419;;;
186;030;030-005-14;1;ニッポン不思議発見！　日本文化を英語で語る50の名エッセイ集;Discover Japan: Words, Customs and Concepts;日本文化研究所;Tổng hợp chung;14;1997;4;講談社;Dual lingual;4770021429;;;
187;030;030-005-15;1;英語で話す「日本の伝統芸能」;The Complete Guide to Traditional Japanese Performing Arts;日本文化研究所;Tổng hợp chung;53;2008;7;講談社;Dual lingual;9784770026071;;;
188;030;030-005-2;1;英語で話す武士道;Bushido;新渡戸稲造・須地徳平「訳」;Tổng hợp chung;0;2007;19;講談社;Dual lingual;9784770024022;;;
189;030;030-005-3;1;英語で話す仏教Q&A;Talking about Buddhism;高田佳人・James M.Vardaman「訳」;Tổng hợp chung;0;2008;12;講談社;Dual lingual;9784770021618;;;
190;030;030-005-4;1;英語で話す日本の文化;Japan as I See it;NHK国際局文化プロジェクト・Don Kenny 「訳」;Tổng hợp chung;0;2007;12;講談社;Dual lingual;9784770021977;;;
191;030;030-005-5;1;まんが日本昔ばなし;Once Upon a Time in Japan;Sayumi Kawauchi, Ralph F. McCarthy;Tổng hợp chung;0;2006;6;講談社;Dual lingual;4770028814;;;
192;030;030-005-6;1;茶の本;The book of tea;岡倉天心・千宗室・浅野晃「訳」;Tổng hợp chung;0;2008;12;講談社;Dual lingual;9784770023797;;;
193;030;030-005-7;1;英語で話す日本の心・和英辞典では引けないキーワード197;Keys to the Japanese Heart and Soul;英文日本大辞典;Tổng hợp chung;0;2006;18;講談社;Dual lingual;4770020821;;;
194;030;030-005-8;1;ベスト・オブ・天音人語;0;朝日新聞論説委員室・朝日イブニングニュース「訳」;Tổng hợp chung;0;2006;10;講談社;Dual lingual;4770021666;;;
195;030;030-005-9;2;日本のしくみ;The complete illustrated guide to Japanese systems;安部直文・テッド・高橋;Tổng hợp chung;0;2007;6;講談社;Dual lingual;9784770027276;;;
196;030;030-006-1;1;Japan almanac 1995;0;河合信和;Tổng hợp chung;0;1997;1;朝日新聞社;Dual lingual;4022195959;;;
197;030;030-006-2;1;Japan almanac 1998;0;河合信和;Tổng hợp chung;0;1997;1;朝日新聞社;Dual lingual;4022195983;;;
198;030;030-006-3;1;Japan Almanac 2004;英和対訳データ年鑑2004;朝日新聞;Tổng hợp chung;0;2003;0;朝日新聞社;Dual lingual;9784022196040;;;
199;030;030-007;1;Statiscal Handbook of Japan 2010;0;Statistics Bureau　Ministry of Internal Affair and Communications　Japan;Tổng hợp chung;0;2011;1;Ministry of Internal Affairs and Communications Japan;English;0;;;
200;030;030-009;1;大学研究所要覧(2003年版);Directory of Scientific Research Institutes of University in Japan;0;Tổng hợp chung;0;2003;1;0;Japanese;4818195146;;;
201;030;030-016;0;2009 ACCU_LRC Model Literacy Project for Women SMILE Asia joint monitoring Mission in Cambodia 24-26 June 2009;-;ACCU and Cambodia Women`s Development Agency;Tổng hợp chung;0;2009;1;ACCU/CWDA;English;-;;;
202;030;030-017;0;Meeting of Experts on NFE Policy and Progamme for the Promotion of EFA ( Education for All) - Final Report - Tokyo,11-12 December 2009;-;ACCU;Tổng hợp chung;0;2009;1;ACCU;English;0;;;
203;030;030-031;0;2011日本語学校前調査;0;エイ・アイ・ケイ教育情報部;Tổng hợp chung;0;2011;1;エイ。アイ。ケ出版部;Japanese;0;;;
204;040;040-001-1;1;The Japan foundation 2004: Annual report;-;-;Japanese foundation;0;2004;1;Japan Foundation;English;-;;;
205;040;040-001-2;1;The Japan foundation 2005: Annual report;-;-;Japanese foundation;0;2005;0;Japan Foundation;English;-;;;
206;040;040-001-3;1;国際交流基金 2005年度年報;0;0;Japanese foundation;0;0;0;0;Japanese;0;;;
207;040;040-001-4;1;The Japanfoundation 2006 Anual report;-;-;Japanese foundation;0;2007;0;Japan Foundation;English;-;;;
208;040;040-001-5;1;国際交流基金2006年度年報;-;-;Japanese foundation;0;2006;0;Japan Foundation;Japanese;-;;;
209;040;040-001-6;1;Japan foundation 2007;-;-;Japanese foundation;0;2007;0;Japan Foundation;Japanese;-;;;
210;040;040-001-7;1;The Japan foundation 2009/2010;0;0;Japanese foundation;0;2010;1;Japan Foundation;Japanese;0;;;
211;040;040-001-8;2;The  japan foundation 2010/2011;0;Japan Foundation;Japanese foundation;0;2010;1;Japan Foundation;Japanese;0;;;
212;040;040-001-9;1;Fiscal 2011-2012 The Japan Foudation Program Guidelines;0;Japan Foundation;Japanese foundation;0;2010;1;Japan Foundation;English;0;;;
213;040;040-001-10;1;The Japan Foundation 2011/2012 Annual Report;0;Japan Foundation;Japanese foundation;0;2013;1;Japan Foundation;English;0;;;
214;040;040-002;1;事業報告　－2004;－;JF　－日本語国際センター;Japanese foundation;0;2005;1;Japan Foundation;Japanese;-;;;
215;040;040-003-1;1;国際交流基金バンコック日本語センター・事業評価報告書（1991～2001年）;-;国際交流基金;Japanese foundation;0;2001;0;Japan Foundation;-;-;;;
216;040;040-003-2;1;タイ国日本語教育研究会第19回年次セミナー・予稿集;-;国際交流基金;Japanese foundation;0;2005;0;Japan Foundation;-;-;;;
217;040;040-004-1;1;Migration in Asia and Oceania: Towards a Win-Win and WIN scheme for the Origin -Destination Countries and for the Migrants themselves July17-27,2008;-;-;Japanese foundation;0;2009;0;Japan Foundation;English;-;;;
218;040;040-004-2;1;Urban Community Development Inspired by Culture: The Potential of Creative Cities July 29-August 7,2008;-;-;Japanese foundation;0;2009;0;Japan Foundation;English;-;;;
219;040;040-004-3;1;Overcoming Poverty through a Social Inclusion Approach: The Status quo of Asia and Ocieania in a Globalized Economy　December 9-December 19, 2008;-;-;Japanese foundation;0;2009;0;Japan Foundation;English;-;;;
220;040;040-004-4;1;jenesys east asia future leaders programme 2009 Envirnment: Symbiosis with nature and a sustainable society;0;Japan Foundation;Japanese foundation;0;2009;1;Japan Foundation;English;0;;;
221;040;040-004-5;1;Comprehensive Piecebuilding initiatives of Young leaders in Asia ans Oceania: The Potentials of Culture and Education　March 2-15 2010;0;The Japan Foundation;Japanese foundation;0;2010;1;Japan Foundation;English;0;;;
222;040;040-004-6;1;Re-acknowledging Cultural Diversity: Roles and Possibilities in the Asia and Oceania Region April 1-13 2010;0;The Japan Foundation;Japanese foundation;0;2010;1;Japan Foundation;English;9784875401285;;;
223;040;040-004-7;1;Jenesys East Asia Future Leaders Programme 2010/ Education for subtainable Development;0;The Japan Foundation;Japanese foundation;0;2010;1;Japan Foundation;English;0;;;
224;040;040-004-8;1;Climate Change Mesure in Asia: A review of Daily Life and Social/Economic Structure;0;－;Japanese foundation;0;2010;1;Japan Foundation;English;0;;;
225;040;040-004-9;2;Disaster Prevention and People: Working Towards the Creation of a Strong Society  From 20 to 31 January, 2011;0;Japan Foundation, JENESYS East Asia Future Leaders Programme;Japanese foundation;0;2011;1;Japan Foundation;English;0;;;
226;040;040-004-10;1;Jenesys east asia future leaders programme 2011/2012;0;Japan Foundation;Japanese foundation;0;2012;0;Japan Foundation;English;0;;;
227;040;040-005-1;1;ベトナムにおける日系企業の社会貢献活動に関する調査報告書;0;0;Japanese foundation;0;2010;1;国際交流基金ＣＳＲ連携事業;0;isbn9874875401261;;;
228;040;040-005-2;1;米国における日系企業社会貢献活動に関する調査報告書;0;0;Japanese foundation;0;2010;1;国際交流基金ＣＳＲ連携事業;0;isbn9784875401209;;;
229;040;040-006;1;Unity in diversity;-;-;Japanese foundation;0;0;0;Japan Foundation;English;-;;;
230;040;040-007;1;An Intellectual Dialogue between Japan and the Middle East: In Search of Shared Experiences;-;Japan Foundation;Japanese foundation;0;2007;0;Japan Foundation;Japanese;-;;;
231;040;040-008;2;Towards an East-Asia Community;Beyond Cross-Cultural Diversity;Japan Foundation, Waseda University Institute of Asia-Pacific Studies;Japanese foundation;0;2007;0;Japan Foundation;English;-;;;
232;040;040-009;1;Japan Culture Diplomacy;-;Kazuo Ogoura;Văn hóa;0;2009;0;Japan Foundation;English;9784875401070;;;
233;040;040-010-1;1;Practical Guide to Publishing in Japanー2008;-;Japan Foundation;Japanese foundation;0;2008;1;Japan Foundation;English;-;;;
234;040;040-010-2;1;Practical Guide to Publishing in Japan　2009;-;Japan Foundation;Japanese foundation;0;2009;1;Japan Foundation;English;-;;;
235;040;040-010-3;1;Practical Guide to Publishing in Japan　2010;-;Japan Foundation;Japanese foundation;0;2010;1;Japan Foundation;English;-;;;
236;040;040-011-1;1;文化が創る国際平和;-;Japan Foundation;Japanese foundation;0;2008;1;Japan Foundation;Japanese;-;;;
237;040;040-011-2;1;The Roles of Cultural Activities in Peacebuilding;-;Japan Foundation;Japanese foundation;0;2008;1;Japan Foundation;English;-;;;
238;040;040-012-1;1;New Voices vol.1;Cross-Cultural Encounters in the Australia-Japan Relationship;Japan Foundation;Japanese foundation;0;2006;1;Japan Foundation;English;-;;;
239;040;040-012-2;1;New Voices Vol.2;0;Japan Foundation;Japanese foundation;2;2008;1;Japan Foundation;English;0;;;
240;040;040-013;1;イスラーム文明と日本文明;0;Japan Foundation;Japanese foundation;0;0;0;Japan Foundation;English;0;;;
241;040;040-014;1;中東との対話;0;Japan Foundation;Japanese foundation;0;0;0;Japan Foundation;English;0;;;
242;040;040-015;1;Curator meeting;0;Japan Foundation;Japanese foundation;0;0;0;Japan Foundation;English;0;;;
243;040;040-016-1;1;The Japan Foundation Exhibition Report 1972-2012;国際交流基金展覧会記録;Japan Foundation;Japanese foundation;0;2013;1;Japan Foundation;English;0;;;
244;040;040-016-2;1;国際交流基金展覧会記録 1972-2012;0;Japan Foundation;Japanese foundation;0;2013;1;Japan Foundation;Japanese;0;;;
