STT;Khoá;Nhóm;Mã lớp HP;tenmon;Số lượng;Số lượng;SLSV;Mã GV;Mã GV;Tuần;khoa dạy;malop;Tên giảng viên;Thứ 2;Thứ 3;Thứ 4;Thứ 5;Thứ 6;Thứ 7;CN
154;22;17;103437025202217;Điều khiển tự động trên động cơ;41;41;0;11308;11308;"22-27;31-40";103;22N17(C4A);Lê Minh Tiến;;;6-7,E2.206;;;;
155;22;17;103439025202217;Truyền động điện;41;41;0;10451;10451;"22-27;31-40";103;22N17(C4A);Phạm Quốc Thái;;;9-10,A142;;;;
156;22;17;103440025202217;Truyền động thủy khí ô tô, máy công trình;41;41;0;10153;10153;"22-27;31-40";103;22N17(C4A);Lê Minh Đức;;8-9,F409;;;;;
157;22;17;103442025202217;Mô phỏng số và ứng dụng;41;41;0;10521;10521;"22-27;31-40";103;22N17(C4A);Nguyễn Quang Trung;;;;8-9,B304;;;
158;22;17;103477025202217;Thủy khí động lực học nâng cao;41;41;0;10153;10153;"22-27;31-40";103;22N17(C4A);Lê Minh Đức;;6-7,F409;;;;;
159;22;17;103507025202217;Trí tuệ nhân tạo ứng dụng;41;41;0;11625;11625;"22-27;31-40";103;22N17(C4A);Hoàng Thắng;;;;;9-10,E2.106;;
160;22;17A;103441025202217A;PBL 5: Thiết kế hệ thống truyền động thủy khí;25;25;0;10153;10153;"22-27;31-40";103;22N17(C4A);Lê Minh Đức;;;;;;1-2,B104;
161;22;17B;103441025202217B;PBL 5: Thiết kế hệ thống truyền động thủy khí;25;25;0;10153;10153;"22-27;31-40";103;22N17(C4A);Lê Minh Đức;;;;;;3-4,B104;
162;22;18;103039325202218;Động cơ tăng áp;42;42;0;10128;10128;"22-27;31-40";103;22N18(C4B);Dương Việt Dũng;8-9,B204;;;;;;
163;22;18;103436025202218;Ô nhiễm khí xả động cơ;42;42;0;10521;10521;"22-27;31-40";103;22N18(C4B);Nguyễn Quang Trung;;;6-7,B304;;;;
164;22;18;103437025202218;Điều khiển tự động trên động cơ;42;42;0;11308;11308;"22-27;31-40";103;22N18(C4B);Lê Minh Tiến;;;;;9-10,F310;;
165;22;18;103439025202218;Truyền động điện;42;42;0;10451;10451;"22-27;31-40";103;22N18(C4B);Phạm Quốc Thái;;9-10,A135;;;;;
166;22;18;103440025202218;Truyền động thủy khí ô tô, máy công trình;42;42;0;10153;10153;"22-27;31-40";103;22N18(C4B);Lê Minh Đức;;;;3-4,F307;;;
167;22;18;103442025202218;Mô phỏng số và ứng dụng;42;42;0;10153;10153;"22-27;31-40";103;22N18(C4B);Lê Minh Đức;;;;1-2,F307;;;
168;22;18;103477025202218;Thủy khí động lực học nâng cao;42;42;0;10153;10153;"22-27;31-40";103;22N18(C4B);Lê Minh Đức;6-7,B204;;;;;;
169;22;18A;103441025202218A;PBL 5: Thiết kế hệ thống truyền động thủy khí;25;25;0;10153;10153;"22-27;31-40";103;22N18(C4B);Lê Minh Đức;;;9-10,B304;;;;
170;22;18A;103507025202218A;Trí tuệ nhân tạo ứng dụng (Giảng dạy tiếng anh);25;25;0;11625;11625;"22-27;31-40";103;22N18(C4B);Hoàng Thắng;;;;;6-7,F310;;
171;22;18B;103441025202218B;PBL 5: Thiết kế hệ thống truyền động thủy khí;25;25;0;10292;10292;"22-27;31-40";103;22N18(C4B);Phan Thành Long;;6-7,A145;;;;;
172;22;19;103039325202219;Động cơ tăng áp;41;41;0;10128;10128;"22-27;31-40";103;22N19(C4C);Dương Việt Dũng;;6-7,E2.305;;;;;
173;22;19;103436025202219;Ô nhiễm khí xả động cơ;41;41;0;10521;10521;"22-27;31-40";103;22N19(C4C);Nguyễn Quang Trung;;;;;9-10,E1.205;;
174;22;19;103437025202219;Điều khiển tự động trên động cơ;41;41;0;11308;11308;"22-27;31-40";103;22N19(C4C);Lê Minh Tiến;;;;9-10,B108;;;
175;22;19;103440025202219;Truyền động thủy khí ô tô, máy công trình;41;41;0;10292;10292;"22-27;31-40";103;22N19(C4C);Phan Thành Long;;;6-7,F210;;;;
176;22;19;103442025202219;Mô phỏng số và ứng dụng;41;41;0;10153;10153;"22-27;31-40";103;22N19(C4C);Lê Minh Đức;8-9,B205;;;;;;
177;22;19;103477025202219;Thủy khí động lực học nâng cao;41;41;0;10292;10292;"22-27;31-40";103;22N19(C4C);Phan Thành Long;;;8-9,F210;;;;
178;22;19;103507025202219;Trí tuệ nhân tạo ứng dụng;41;41;0;10089;10089;"22-27;31-40";103;22N19(C4C);Thái Bá Chiến;6-7,B205;;;;;;
179;22;19A;103439025202219A;Truyền động điện (Giảng dạy tiếng anh);25;25;0;10451;10451;"22-27;31-40";103;22N19(C4C);Phạm Quốc Thái;;;;6-7,B108;;;
180;22;19A;103441025202219A;PBL 5: Thiết kế hệ thống truyền động thủy khí;25;25;0;10292;10292;"22-27;31-40";103;22N19(C4C);Phan Thành Long;;9-10,A141;;;;;
181;22;19B;103441025202219B;PBL 5: Thiết kế hệ thống truyền động thủy khí;25;25;0;10136;10136;"22-27;31-40";103;22N19(C4C);Nguyễn Võ Đạo;;;;;1-2,E2.305;;
182;22;20;103482025202220;Ô tô và ô nhiễm môi trường;63;63;0;10161;10161;"22-27;31-40";103;22N20(KTOTO1,2);Bùi Văn Ga;;3-4,E2.104;;;;;
183;22;20;103483025202220;Điều chỉnh tự động HT phanh ô tô hiện đại;63;63;0;10160;10160;"22-27;31-40";103;22N20(KTOTO1,2);Phan Minh Đức;1-2,F310;;;;;;
184;22;20;103484025202220;Kỹ thuật ô tô điện - ô tô Hybrid;63;63;0;10451;10451;"22-27;31-40";103;22N20(KTOTO1,2);Phạm Quốc Thái;;;;8-10,F106;;;
185;22;20;103485025202220;Năng lượng tái tạo;63;63;0;10161;10161;"22-27;31-40";103;22N20(KTOTO1,2);Bùi Văn Ga;;1-2,E2.104;;;;;
186;22;20;103486025202220;Công nghệ lưu trữ năng lượng;63;63;0;10161;10161;"22-27;31-40";103;22N20(KTOTO1,2);Bùi Văn Ga;3-4,E2.104;;;;;;
187;22;20;103489025202220;Điều khiển điện - điện tử HT động lực ô tô;63;63;0;11625;11625;"22-27;31-40";103;22N20(KTOTO1,2);Hoàng Thắng;;;6-7,E2.404;;;;
188;22;20;103490025202220;Cơ sở điều khiển tự động trên ô tô;63;63;0;11625;11625;"22-27;31-40";103;22N20(KTOTO1,2);Hoàng Thắng;;;9-10,E2.404;;;;
189;22;20A;103491025202220A;PBL 5: Thiết kế ô tô điện - ô tô Hybrid;35;35;0;10451;10451;"22-27;31-40";103;22N20(KTOTO1,2);Phạm Quốc Thái;;;;;;1-3,F404;
190;22;20B;103491025202220B;PBL 5: Thiết kế ô tô điện - ô tô Hybrid;35;35;0;11625;11625;"22-27;31-40";103;22N20(KTOTO1,2);Hoàng Thắng;;;;;;6-8,B109;
191;22;21;103152325202221;Bố trí chung & Kiến trúc TT;18;18;0;10472;10472;"22-27;31-40";103;22N21(KTTT);Nguyễn Tiến Thừa;;;;8-9,B202;;;
192;22;21;103417025202221;Thiết bị tàu thủy;18;18;0;10510;10510;"22-27;31-40";103;22N21(KTTT);Nguyễn Văn Triều;;;6-8,B202;;;;
193;22;21;103418025202221;Công nghệ thông gió và điều hòa KK trên tàu thủy;18;18;0;10301;10301;"22-27;31-40";103;22N21(KTTT);Trần Văn Luận;3-5,B202;;;;;;
194;22;21;103419025202221;Công nghệ lắp đặt và sửa chữa hệ động lực;18;18;0;10301;10301;"22-27;31-40";103;22N21(KTTT);Trần Văn Luận;1-2,B202;;;;;;
195;22;21;103420025202221;Tính toán và công nghệ lắp ráp đường ống;18;18;0;10880;10880;"22-27;31-40";103;22N21(KTTT);Nguyễn Văn Minh;;8-10,B202;;;;;
196;22;21;103421025202221;Truyền động thủy lực và khí nén;18;18;0;10472;10472;"22-27;31-40";103;22N21(KTTT);Nguyễn Tiến Thừa;;;;6-7,B202;;;
197;22;21;103423025202221;PBL 4: Thiết kế hệ thống đường ống;18;18;0;10880;10880;"22-27;31-40";103;22N21(KTTT);Nguyễn Văn Minh;;;;;6-8,B202;;
198;22;21;118075325202221;Quản lý Dự án;18;18;0;11487;11487;"22-27;31-40";118;22N21(KTTT);Nguyễn Thị Phương Quyên;;6-7,B202;;;;;
199;22;22;104054325202222;Năng lượng tái tạo;36;36;0;10505;10505;"22-27;31-40";104;22N22(N1);Phan Quý Trà;;;;;;1-2,A141;
200;22;22;104101325202222;Kỹ thuật xử lý phát thải;36;36;0;10584;10584;"22-27;31-40";104;22N22(N1);Phạm Duy Vũ;;;8-9,A134;;;;
201;22;22;104146325202222;Thực tập nhiệt lạnh 3 (hệ thống lạnh);36;36;0;"10317
";"10317
";32-36;104;22N22(N1);"Nguyễn Đức Minh
";1-4,D120;1-4,D120;1-4,D120;1-4,D120;1-4,D120;;
202;22;22;104160025202222;Hệ thống điều khiển nhiệt - lạnh;36;36;0;10557;10557;"22-27;31-40";104;22N22(N1);Nguyễn Thành Văn;;;6-7,A134;;;;
203;22;22;104176025202222;Nhiệt động ứng dụng;36;36;0;10237;10237;"22-27;31-40";104;22N22(N1);Huỳnh Ngọc Hùng;;;;8-9,A134;;;
204;22;22;104177025202222;Truyền nhiệt nâng cao;36;36;0;10602;10602;"22-27;31-40";104;22N22(N1);Thái Ngọc Sơn;;;;;6-7,A141;;
205;22;22;104178025202222;Khí động lực học tính toán (CFD);36;36;0;10237;10237;"22-27;31-40";104;22N22(N1);Huỳnh Ngọc Hùng;;;;6-7,A134;;;
206;22;22;104179025202222;Kỹ thuật tầng sôi và ứng dụng;36;36;0;10421;10421;"22-27;31-40";104;22N22(N1);Trần Thanh Sơn;9-10,A134;;;;;;
207;22;22;104193025202222;TN Khí động lực học tính toán (CFD);35;35;0;"10237
";"10237
";35-37;104;22N22(N1);"Huỳnh Ngọc Hùng
";;7-10,S07.08;;;;;
208;22;22A;104180025202222A;PBL 5: Kỹ thuật sấy;20;20;0;10780;10780;"22-27;31-40";104;22N22(N1);Ngô Phi Mạnh;;;;;8-10,A141;;
209;22;22B;104180025202222B;PBL 5: Kỹ thuật sấy;20;20;0;10780;10780;"22-27;31-40";104;22N22(N1);Ngô Phi Mạnh;;;;;;8-10,A141;
210;22;23;104054325202223;Năng lượng tái tạo;31;31;0;10505;10505;"22-27;31-40";104;22N23(N2);Phan Quý Trà;;;;;1-2,A141;;
211;22;23;104101325202223;Kỹ thuật xử lý phát thải;31;31;0;10584;10584;"22-27;31-40";104;22N23(N2);Phạm Duy Vũ;;;3-4,A141;;;;
212;22;23;104146325202223;Thực tập nhiệt lạnh 3 (hệ thống lạnh);31;31;0;"10889
";"10889
";32-36;104;22N23(N2);"Trần Thị Mỹ Linh
";7-10,XP;7-10,XP;7-10,XP;7-10,XP;7-10,XP;;
213;22;23;104160025202223;Hệ thống điều khiển nhiệt - lạnh;31;31;0;10557;10557;"22-27;31-40";104;22N23(N2);Nguyễn Thành Văn;;;1-2,A141;;;;
214;22;23;104176025202223;Nhiệt động ứng dụng;31;31;0;10237;10237;"22-27;31-40";104;22N23(N2);Huỳnh Ngọc Hùng;;3-4,A143;;;;;
215;22;23;104177025202223;Truyền nhiệt nâng cao;31;31;0;10602;10602;"22-27;31-40";104;22N23(N2);Thái Ngọc Sơn;1-2,A133;;;;;;
216;22;23;104178025202223;Khí động lực học tính toán (CFD);31;31;0;10237;10237;"22-27;31-40";104;22N23(N2);Huỳnh Ngọc Hùng;;1-2,A143;;;;;
217;22;23;104179025202223;Kỹ thuật tầng sôi và ứng dụng;31;31;0;10421;10421;"22-27;31-40";104;22N23(N2);Trần Thanh Sơn;;;;1-2,A142;;;
218;22;23;104180025202223;PBL 5: Kỹ thuật sấy;31;31;0;10780;10780;"22-27;31-40";104;22N23(N2);Ngô Phi Mạnh;;;;3-5,A142;;;
219;22;23;104193025202223;TN Khí động lực học tính toán (CFD);30;30;0;"10237
";"10237
";38-40;104;22N23(N2);"Huỳnh Ngọc Hùng
";7-10,S07.08;;;;;;
220;22;26;103303025202226;Hoạch định nguồn lực sản xuất (MRPII);29;29;0;10166;10166;"22-27;31-40";103;22N26(HTCN);Vũ Thị Hạnh;6-7,E2.101;;;;;;
221;22;26;103454025202226;Hệ thống hoạch định nguồn lực doanh nghiệp (ERP);29;29;0;11503;11503;"22-27;31-40";103;22N26(HTCN);Huỳnh Đức Trí;;;1-2,E2.101;;;;
222;22;26;103456025202226;PBL 6: Hoạch định nguồn lực doanh nghiệp;29;29;0;11503;11503;"22-27;31-40";103;22N26(HTCN);Huỳnh Đức Trí;;;;;1-2,E2.101;;
223;22;26;103460025202226;Học máy và dữ liệu lớn;29;29;0;10089;10089;"22-27;31-40";103;22N26(HTCN);Thái Bá Chiến;8-10,E2.101;;;;;;
224;22;26;103461025202226;Quản lý dự án;29;29;0;10286;10286;"22-27;31-40";103;22N26(HTCN);Nguyễn Thị Kim Loan;;1-3,E2.101;;;;;
225;22;26;103462025202226;Vận trù học 2;29;29;0;10414;10414;"22-27;31-40";103;22N26(HTCN);Nguyễn Đình Sơn;;4-5,E2.101;;;;;
226;22;26;103463025202226;Nguyên lý chương trình điều khiển;29;29;0;11503;11503;"22-27;31-40";103;22N26(HTCN);Huỳnh Đức Trí;;;3-5,E2.101;;;;
227;22;27;105349025202227;Tối ưu hóa lưới điện phân phối;55;55;0;10661;10661;"22-27;31-35";105;22N27(D1);Nguyễn Hữu Hiếu;;1-3,E1.103;;;;;
228;22;27;105350025202227;Phương pháp luận nghiên cứu khoa học;55;55;0;10240;10240;22-26;105;22N27(D1);Lê Kim Hùng;;;;3-5,E2.104;;;
229;22;27;105351025202227;ƯD điện tử công suất trong kỹ thuật điện;55;55;0;10119;10119;"22-27;31-40";105;22N27(D1);Ngô Văn Dưỡng;1-3,F103;;;;;;
230;22;27;105352025202227;Khởi nghiệp và đổi mới sáng tạo;55;55;0;10402;10402;"22-27;31-40";105;22N27(D1);Nguyễn Quang Như Quỳnh;;4-5,H204;;;;;
231;22;27;105353025202227;Chất lượng điện năng;55;55;0;10695;10695;"22-27;31-40";105;22N27(D1);Lê Hồng Lâm;4-5,F408;;;;;;
232;22;27;105354025202227;ƯD SCADA trong kỹ thuật điện;55;55;0;10371;10371;"22-27;31-40";105;22N27(D1);Nguyễn Hồng Việt Phương;;;1-2,B301;;;;
233;22;27;105355025202227;Bảo vệ rơle & TĐH trong lưới điện công nghiệp;55;55;0;10371;10371;"22-27;31-40";105;22N27(D1);Nguyễn Hồng Việt Phương;;;3-4,B301;;;;
234;22;27;118093325202227;Quản trị học;55;55;0;10967;10967;"22-27;31-40";118;22N27(D1);Nguyễn Đặng Hoàng Thư;;;;;4-5,H106;;
235;22;27A;105356025202227A;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10371;10371;"22-27;31-40";105;22N27(D1);Nguyễn Hồng Việt Phương;;;;;;3-4,A134;
236;22;27B;105356025202227B;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10371;10371;"22-27;31-40";105;22N27(D1);Nguyễn Hồng Việt Phương;;;;;;1-2,A134;
237;22;28;105349025202228;Tối ưu hóa lưới điện phân phối;55;55;0;10661;10661;"22-27;31-40";105;22N28(D2);Nguyễn Hữu Hiếu;;4-5,F103;;;;;
238;22;28;105350025202228;Phương pháp luận nghiên cứu khoa học;55;55;0;10240;10240;22-26;105;22N28(D2);Lê Kim Hùng;;;3-5,E2.104;;;;
239;22;28;105351025202228;ƯD điện tử công suất trong kỹ thuật điện;55;55;0;10099;10099;"22-27;31-40";105;22N28(D2);Phan Đình Chung;;1-3,F103;;;;;
240;22;28;105352025202228;Khởi nghiệp và đổi mới sáng tạo;55;55;0;10402;10402;"22-27;31-40";105;22N28(D2);Nguyễn Quang Như Quỳnh;;;;;6-7,F110;;
241;22;28;105353025202228;Chất lượng điện năng;55;55;0;10526;10526;"22-27;31-40";105;22N28(D2);Hạ Đình Trúc;;;1-2,E2.104;;;;
242;22;28;105354025202228;ƯD SCADA trong kỹ thuật điện;55;55;0;10257;10257;"22-27;31-40";105;22N28(D2);Phạm Văn Kiên;7-8,B209;;;;;;
243;22;28;105355025202228;Bảo vệ rơle & TĐH trong lưới điện công nghiệp;55;55;0;10257;10257;"22-27;31-40";105;22N28(D2);Phạm Văn Kiên;9-10,B209;;;;;;
244;22;28;118093325202228;Quản trị học;55;55;0;10479;10479;"22-27;31-40";118;22N28(D2);Nguyễn Thị Thu Thủy;;;;4-5,H204;;;
245;22;28A;105356025202228A;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10257;10257;"22-27;31-40";105;22N28(D2);Phạm Văn Kiên;;;;;;2-3,A142;
246;22;28B;105356025202228B;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10257;10257;"22-27;31-40";105;22N28(D2);Phạm Văn Kiên;;;;;;4-5,A142;
247;22;29;105349025202229;Tối ưu hóa lưới điện phân phối;55;55;0;10389;10389;"22-27;31-40";105;22N29(D3);Dương Minh Quân;1-2,E2.201;;;;;;
248;22;29;105350025202229;Phương pháp luận nghiên cứu khoa học;55;55;0;10116;10116;22-25;105;22N29(D3);Lê Đình Dương;;;;7-10,E1.101;;;
249;22;29;105351025202229;ƯD điện tử công suất trong kỹ thuật điện;55;55;0;10116;10116;"22-27;31-40";105;22N29(D3);Lê Đình Dương;;1-3,H108;;;;;
250;22;29;105352025202229;Khởi nghiệp và đổi mới sáng tạo;55;55;0;10402;10402;"22-27;31-40";105;22N29(D3);Nguyễn Quang Như Quỳnh;;;3-4,A143;;;;
251;22;29;105353025202229;Chất lượng điện năng;55;55;0;10695;10695;"22-27;31-40";105;22N29(D3);Lê Hồng Lâm;;;1-2,A143;;;;
252;22;29;105354025202229;ƯD SCADA trong kỹ thuật điện;55;55;0;10042;10042;"22-27;31-40";105;22N29(D3);Lưu Ngọc An;;4-5,H108;;;;;
253;22;29;105355025202229;Bảo vệ rơle & TĐH trong lưới điện công nghiệp;55;55;0;10099;10099;"22-27;31-40";105;22N29(D3);Phan Đình Chung;4-5,E2.201;;;;;;
254;22;29;118093325202229;Quản trị học;55;55;0;10788;10788;"22-27;31-40";118;22N29(D3);Trần Thị Hoàng Giang;;;;;4-5,F101;;
255;22;29A;105356025202229A;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10257;10257;"22-27;31-40";105;22N29(D3);Phạm Văn Kiên;;;;;7-8,A142;;
256;22;29B;105356025202229B;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10257;10257;"22-27;31-40";105;22N29(D3);Phạm Văn Kiên;;;;;9-10,A142;;
257;22;30;105349025202230;Tối ưu hóa lưới điện phân phối;55;55;0;10389;10389;"22-27;31-40";105;22N30(D4);Dương Minh Quân;3-4,H106;;;;;;
258;22;30;105350025202230;Phương pháp luận nghiên cứu khoa học;55;55;0;10116;10116;31-34;105;22N30(D4);Lê Đình Dương;;;;7-10,E1.101;;;
259;22;30;105351025202230;ƯD điện tử công suất trong kỹ thuật điện;55;55;0;10116;10116;"22-27;31-40";105;22N30(D4);Lê Đình Dương;;;;;1-3,F307;;
260;22;30;105352025202230;Khởi nghiệp và đổi mới sáng tạo;55;55;0;10402;10402;"22-27;31-40";105;22N30(D4);Nguyễn Quang Như Quỳnh;;;1-2,F210;;;;
261;22;30;105353025202230;Chất lượng điện năng;55;55;0;10526;10526;"22-27;31-40";105;22N30(D4);Hạ Đình Trúc;1-2,H106;;;;;;
262;22;30;105354025202230;ƯD SCADA trong kỹ thuật điện;55;55;0;10042;10042;"22-27;31-40";105;22N30(D4);Lưu Ngọc An;;1-2,F307;;;;;
263;22;30;105355025202230;Bảo vệ rơle & TĐH trong lưới điện công nghiệp;55;55;0;10099;10099;"22-27;31-40";105;22N30(D4);Phan Đình Chung;;4-5,F308;;;;;
264;22;30;118093325202230;Quản trị học;55;55;0;11654;11654;"22-27;31-40";118;22N30(D4);Trần Minh Trí;;;3-4,F210;;;;
265;22;30A;105356025202230A;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10257;10257;"22-27;31-40";105;22N30(D4);Phạm Văn Kiên;;;;;;9-10,B105;
266;22;30B;105356025202230B;PBL 5: Bảo vệ và điều khiển lưới điện CN;30;30;0;10257;10257;"22-27;31-40";105;22N30(D4);Phạm Văn Kiên;;;;;;7-8,B105;
267;22;32;105181025202232;Điều khiển thích nghi & bền vững;58;58;0;10605;10605;"22-27;31-40";105;22N32(TDH1);Trần Thị Minh Dung;;1-2,A136;;;;;
268;22;32;105303025202232;Công nghệ FPGA và ngôn ngữ VHDL;58;58;0;11537;11537;"22-27;31-40";105;22N32(TDH1);Nguyễn Khánh Quang;;;;1-2,H101;;;
269;22;32;105370025202232;Điện tử công suất nâng cao;58;58;0;10781;10781;"22-27;31-40";105;22N32(TDH1);Giáp Quang Huy;;;1-2,H204;;;;
270;22;32;105371025202232;Truyền động điện hiện đại;58;58;0;11537;11537;"22-27;31-40";105;22N32(TDH1);Nguyễn Khánh Quang;;;;3-4,H101;;;
271;22;32;105372025202232;Anh văn CN;58;58;0;10528;10528;"22-27;31-40";105;22N32(TDH1);Nguyễn Thị Kim Trúc;;;3-4,H204;;;;
272;22;32;105380025202232;Điều khiển robot công nghiệp;58;58;0;10311;10311;"22-27;31-40";105;22N32(TDH1);Nguyễn Hoàng Mai;3-4,H107;;;;;;
273;22;32;105381025202232;Hệ thống phi tuyến;58;58;0;10311;10311;"22-27;31-40";105;22N32(TDH1);Nguyễn Hoàng Mai;1-2,H107;;;;;;
274;22;32A;105373025202232A;PBL 4: Thiết kế hệ thống truyền động điện nâng cao;30;30;0;10781;10781;"22-27;31-40";105;22N32(TDH1);Giáp Quang Huy;;3-5,A136;;;;;
275;22;32B;105373025202232B;PBL 4: Thiết kế hệ thống truyền động điện nâng cao;30;30;0;10781;10781;"22-27;31-40";105;22N32(TDH1);Giáp Quang Huy;;;;;8-10,F404;;
276;22;33;105181025202233;Điều khiển thích nghi & bền vững;58;58;0;10605;10605;"22-27;31-40";105;22N33(TDH2);Trần Thị Minh Dung;;;;3-4,F310;;;
277;22;33;105303025202233;Công nghệ FPGA và ngôn ngữ VHDL;58;58;0;11537;11537;"22-27;31-40";105;22N33(TDH2);Nguyễn Khánh Quang;;;1-2,E2.403;;;;
278;22;33;105370025202233;Điện tử công suất nâng cao;58;58;0;10781;10781;"22-27;31-40";105;22N33(TDH2);Giáp Quang Huy;;;4-5,E2.401;;;;
279;22;33;105371025202233;Truyền động điện hiện đại;58;58;0;11667;11667;"22-27;31-40";105;22N33(TDH2);Ngô Văn Quang Bình;;;;;;1-2,B302;
280;22;33;105372025202233;Anh văn CN;58;58;0;10528;10528;"22-27;31-40";105;22N33(TDH2);Nguyễn Thị Kim Trúc;;;;1-2,F310;;;
281;22;33;105380025202233;Điều khiển robot công nghiệp;58;58;0;10311;10311;"22-27;31-40";105;22N33(TDH2);Nguyễn Hoàng Mai;;1-2,E1.205;;;;;
282;22;33;105381025202233;Hệ thống phi tuyến;58;58;0;10392;10392;"22-27;31-40";105;22N33(TDH2);Trần Đình Khôi Quốc;;4-5,E2.303;;;;;
283;22;33A;105303025202233A;Công nghệ FPGA và ngôn ngữ VHDL (Giảng dạy tiếng anh);25;25;0;11537;11537;"22-27;31-40";105;22N33(TDH2);Nguyễn Khánh Quang;;;;;1-2,A144;;
284;22;33A;105373025202233A;PBL 4: Thiết kế hệ thống truyền động điện nâng cao;30;30;0;11537;11537;"22-27;31-40";105;22N33(TDH2);Nguyễn Khánh Quang;;;;;3-5,A144;;
285;22;33B;105373025202233B;PBL 4: Thiết kế hệ thống truyền động điện nâng cao;30;30;0;11537;11537;"22-27;31-40";105;22N33(TDH2);Nguyễn Khánh Quang;;;;;;3-5,B302;
286;22;34;105181025202234;Điều khiển thích nghi & bền vững;58;58;0;10605;10605;"22-27;31-40";105;22N34(TDH3);Trần Thị Minh Dung;;;;1-2,H107;;;
287;22;34;105303025202234;Công nghệ FPGA và ngôn ngữ VHDL;58;58;0;11537;11537;"22-27;31-40";105;22N34(TDH3);Nguyễn Khánh Quang;;;3-4,F308;;;;
288;22;34;105370025202234;Điện tử công suất nâng cao;58;58;0;10781;10781;"22-27;31-40";105;22N34(TDH3);Giáp Quang Huy;;;;;6-7,F207;;
289;22;34;105371025202234;Truyền động điện hiện đại;58;58;0;11667;11667;"22-27;31-40";105;22N34(TDH3);Ngô Văn Quang Bình;;;;;;4-5,F106;
290;22;34;105372025202234;Anh văn CN;58;58;0;10528;10528;"22-27;31-40";105;22N34(TDH3);Nguyễn Thị Kim Trúc;;;;3-4,H107;;;
291;22;34;105380025202234;Điều khiển robot công nghiệp;58;58;0;10311;10311;"22-27;31-40";105;22N34(TDH3);Nguyễn Hoàng Mai;;4-5,E2.304;;;;;
292;22;34;105381025202234;Hệ thống phi tuyến;58;58;0;10392;10392;"22-27;31-40";105;22N34(TDH3);Trần Đình Khôi Quốc;;1-2,E2.204;;;;;
293;22;34A;105373025202234A;PBL 4: Thiết kế hệ thống truyền động điện nâng cao;30;30;0;10130;10130;"22-27;31-40";105;22N34(TDH3);Lê Tiến Dũng;;;;;;1-3,F106;
294;22;38;106255325202238;Hệ thống nhúng;60;60;0;11676;11676;"22-27;31-40";106;22N38(DT1);Văn Phú Tuấn;;;;;1-3,F401;;
295;22;38;106354025202238;Ngôn ngữ mô tả phần cứng và FPGA;60;60;0;10454;10454;"22-27;31-40";106;22N38(DT1);Huỳnh Việt Thắng;3-5,F310;;;;;;
