as_of_date,fiscal_year,region,borrower_country,borrower_country_code,project_id,project_name,procurement_category,procurement_method,project_global_practice,wb_contract_number,contract_description,contract_signing_date,supplier,supplier_country,supplier_country_code,supplier_contract_amount_usd,borrower_contract_reference_number,review_type
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P110477,Vietnam Renewable Energy Development Project,Consultant Services,Single Source Selection,Energy and Extractives,1543396,Contract No. 4_Supervisor for 3rd Verification CDM Program Activities (CPAs),2016-12-09,DR. BALASANKARI KRISHNAN,India,IN,6000.000000,CONTRACT NO.01/CDM-SC,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P110693,Vietnam New Model University Project,Consultant Services,Individual Consultant Selection,Education,1543426,VMU Procurement Officer,2016-11-01,LE THI THU GIANG,Viet Nam,VN,15501.080000,VGU-P3-Y16-CS-B,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P110693,Vietnam New Model University Project,Consultant Services,Quality And Cost-Based Selection,Education,1543482,Construction Supervision for Construction of the New Campus of the Vietnamese-German University,2016-10-20,"APAVE ASIA PACIFIC CO., LTD",Viet Nam,VN,1645050.160000,VGU-S-03-08,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1543505,CPMU: National Social Consultant for Rice,2016-10-14,NGUYEN HUONG TRA,Viet Nam,VN,54720.000000,CONTRACT NO: 04_IC 84,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1543519,CPMU: National Social consultant for rice,2016-10-14,PHAM ANH TUYET,Viet Nam,VN,52360.000000,CONTRACT NO: 05_IC85,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543601,RAP/CP15: Performance-Based Road Management and Maintenance of NH6 from Km193 - Km233,2016-10-27,HOA HIEP COMPANY LTD.,Viet Nam,VN,1598100.230000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543601,RAP/CP15: Performance-Based Road Management and Maintenance of NH6 from Km193 - Km233,2016-10-27,NGOC MINH UDIC CONSTRUCTION & TRADING JSC,Viet Nam,VN,1598100.230000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543601,RAP/CP15: Performance-Based Road Management and Maintenance of NH6 from Km193 - Km233,2016-10-27,THAI BINH ROAD MANAGEMENT JOINT STOCK COMPANY,Viet Nam,VN,1598100.230000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543601,RAP/CP15: Performance-Based Road Management and Maintenance of NH6 from Km193 - Km233,2016-10-27,VINACONEX 12,Viet Nam,VN,1598100.230000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543607,RAP/CP16: Performance-Based Road Management and Maintenance of NH6 from Km233 - Km268,2016-10-27,THE NORTH INVESTMENT CONSTRUCTION AND DEVELOPMENT JOINT STOCK COMPANY,Viet Nam,VN,1654721.150000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543607,RAP/CP16: Performance-Based Road Management and Maintenance of NH6 from Km233 - Km268,2016-10-27,HJC GROUP CONSTRUCTION INVESTMENT JOINT STOCK COMPANY,Viet Nam,VN,1654721.150000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543607,RAP/CP16: Performance-Based Road Management and Maintenance of NH6 from Km233 - Km268,2016-10-27,CIVIL ENGINEERING CONSTRUCTION CORPORATION NO. 1 (CIENCO1),Viet Nam,VN,1654721.150000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543607,RAP/CP16: Performance-Based Road Management and Maintenance of NH6 from Km233 - Km268,2016-10-27,236 TRAFFIC PROJECT CONSTRUCTION AND MANAGEMENT JOINT STOCK COMPANY,Viet Nam,VN,1654721.150000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543608,RAP/CP17: Performance-Based Road Management and Maintenance of NH6 from Km268 - Km303,2016-10-27,VINADELTA JOINT STOCK COMPANY,Viet Nam,VN,2125079.550000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543608,RAP/CP17: Performance-Based Road Management and Maintenance of NH6 from Km268 - Km303,2016-10-27,234 ROAD MANAGEMENT AND CONSTRUCTION JOINT STOCK COMPANY,Viet Nam,VN,2125079.550000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543608,RAP/CP17: Performance-Based Road Management and Maintenance of NH6 from Km268 - Km303,2016-10-27,68 TRADING CONSTRUCTION AND SERVICE JOINT STOCK COMPANY,Viet Nam,VN,2125079.550000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123961,Vietnam Road Asset Management Project,Civil Works,Request for Bids,Transportation,1543608,RAP/CP17: Performance-Based Road Management and Maintenance of NH6 from Km268 - Km303,2016-10-27,656 INVESTMENT AND CONSTRUCTION WORKS COMPANY LIMITED,Viet Nam,VN,2125079.550000,"RAP/CP15,16,17",Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P118783,Vietnam Managing Natural Hazards Project,Civil Works,National Competitive Bidding,"Transportation;Water, Sanitation and Waste Management;Public Administration",1543614,C2-XL5: Construction of infrastructure for installation of measuring equipment in Southern region,2016-09-22,ANH MINH MAP GEODESIC CONSULTANCY CO.,Viet Nam,VN,394101.610000,,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P118783,Vietnam Managing Natural Hazards Project,Civil Works,National Competitive Bidding,"Transportation;Water, Sanitation and Waste Management;Public Administration",1543614,C2-XL5: Construction of infrastructure for installation of measuring equipment in Southern region,2016-09-22,PHU AN HUNG HOUSING BUSINESS CO.,Viet Nam,VN,394101.610000,,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1543656,Timebase,2016-11-04,NGUYỄN THI LAN HƯƠNG,Viet Nam,VN,64442.700000,IC46,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P131558,Transmission Efficiency Project (TEP),Goods,Request for Bids,Energy and Extractives,1543743,"QNQN-G07: Supply and transportation of primary equipment, insulator, optical cable and accessories for 220kV Quang Ngai-Quy Nhon T/L",2016-11-17,YOTEK JSC,Viet Nam,VN,1291873.680000,QNQN-G07,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P103238,Vietnam Renewable Energy Development Project,Goods,International Competitive Bidding,Energy and Extractives,1543747,"Son Tay TB-01: Supply, technology design, guiding of installation, testing and commissioning of electromechanical equipment and putting the project into operation",2016-11-18,"HUNAN VANGUARD GROUP CO., LTD",China,CN,3331061.000000,15/2016/HDKT/SVCQN-VANGUARD,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P125996,Distribution Efficiency Project,Goods,International Competitive Bidding,Energy and Extractives,1543852,"Designing, supplying and transporting electronic meter; supplying, transporting and installing Head-end system (HES)",2016-11-28,HUU HONG MACHINERY JSC,Viet Nam,VN,2249600.000000,NPC/DEP.AMR-G02/NPC-JV HUU HONG,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P125996,Distribution Efficiency Project,Goods,International Competitive Bidding,Energy and Extractives,1543852,"Designing, supplying and transporting electronic meter; supplying, transporting and installing Head-end system (HES)",2016-11-28,SHENZHEN STAR INSTRUMENT CO. LTD,China,CN,2249600.000000,NPC/DEP.AMR-G02/NPC-JV HUU HONG,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P131558,Transmission Efficiency Project (TEP),Goods,Direct Selection,Energy and Extractives,1543870,"CLTN-G12: Supply of and installation of control, protection, telecommunication and SCADA for extension/upgrading bays at 220kV Thot Not and 220kV Cao Lanh substations",2016-11-25,"ATS APPLIED TECNICAL SYSTEM CO., LTD.",Viet Nam,VN,191268.000000,CLTN-G12,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1543925,Technical consultant,2016-09-28,PHAM TOT,Viet Nam,VN,56100.000000,IC20,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P131558,Transmission Efficiency Project (TEP),Goods,Request for Bids,Energy and Extractives,1544001,"PA-G06: Supply and transportation of primary equipment, conductor, insulators, optical cable and accessories of 220kV Phuoc An switc hing substation",2016-12-27,FRANCO PACIFIC VENTURES CO. LTD,"Hong Kong SAR, China",HK,277993.760000,PA-G06,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P131558,Transmission Efficiency Project (TEP),Goods,Request for Bids,Energy and Extractives,1544001,"PA-G06: Supply and transportation of primary equipment, conductor, insulators, optical cable and accessories of 220kV Phuoc An switc hing substation",2016-12-27,"FRANCO-PACIFIC COMPANY, LTD",Viet Nam,VN,277993.760000,PA-G06,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1544036,Cons. For consolidation and devt of communication strategies,2016-11-18,LE THON,Viet Nam,VN,28590.360000,GIA LAI_IC15,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P127978,Second Ho Chi Minh City Environmental Sanitation Project,Civil Works,Request for Bids,"Water, Sanitation and Waste Management",1544070,Package XL-01: Construction of Interceptor,2016-12-19,ITALIAN-THAI DEVELOPMENT PUBLIC COMPANY LIMITED,Thailand,TH,74801227.080000,XL-01,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P116846,Clean Production & Energy Efficiency,Consultant Services,Consultant Qualification  Selection,Energy and Extractives,1544086,C1.6: Consulting Services for marketing and scaling up of voluntary agreement program and Dissemination of ESCO services and EPC pro jects,2016-12-08,VTK MEDIA JOINT STOCK COMPANY,Viet Nam,VN,109948.720000,C1.6,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P125996,Distribution Efficiency Project,Goods,International Competitive Bidding,Energy and Extractives,1544116,Procurement of Meters and Head-End System (HES) and installation services,2016-12-22,POSCO DAEWOO CORPORATION,"Korea, Republic of",KR,4829820.500000,DEP-AMR-G2/EVNHCMC-PDC-NURI,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P125996,Distribution Efficiency Project,Goods,International Competitive Bidding,Energy and Extractives,1544116,Procurement of Meters and Head-End System (HES) and installation services,2016-12-22,"NURI TELECOM CO., LTD","Korea, Republic of",KR,4829820.500000,DEP-AMR-G2/EVNHCMC-PDC-NURI,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P103238,Vietnam Renewable Energy Development Project,Consultant Services,Single Source Selection,Energy and Extractives,1544247,Package 2.2.4.b2: Consultant service on GIS data development for RE mapping Collect data of biomass resource and planning in the Cen tral of Vietnam,2016-09-20,NONG LAM UNIVERSITY,Viet Nam,VN,91166.000000,PACKAGE 2.2.4.B2,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P127978,Second Ho Chi Minh City Environmental Sanitation Project,Consultant Services,Quality And Cost-Based Selection,"Water, Sanitation and Waste Management",1544356,Contract TV-01: Construction Supervision Consultant (CSC) for Interceptor and Wastewater Treatment Plant,2016-12-15,DOHWA ENGINEERING CO. LTD.,"Korea, Republic of",KR,9763226.220000,TV-01,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P127978,Second Ho Chi Minh City Environmental Sanitation Project,Consultant Services,Quality And Cost-Based Selection,"Water, Sanitation and Waste Management",1544356,Contract TV-01: Construction Supervision Consultant (CSC) for Interceptor and Wastewater Treatment Plant,2016-12-15,HASKONINGDHV NEDERLAND B.V,Netherlands,NL,9763226.220000,TV-01,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P118610,Project Preparation Technical Assitance Facility Project,Consultant Services,Individual Consultant Selection,"Education;Transportation;Energy and Extractives;Water, Sanitation and Waste Management;Agriculture, Fishing and Forestry",1544399,FRM-PPTAF 08A: Individual Consultant for Procurement Support of four consulting packages under HCMC FRMP,2016-12-22,SIJTZE TJALLING JARIGSMA,Netherlands,NL,127500.000000,FRM-PPTAF 08A,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Consultant Services,Individual Consultant Selection,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1544422,Cons. For consolidation and devt of communication strategies,2016-12-08,TRẦN BÍCH HIỀN,Viet Nam,VN,29010.960000,IC03,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Goods,Request for Quotations,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1544529,"HH35 ""Office equipment """,2016-12-22,VIEN DONG  TRADING AND TECHNICAL CO. LTD,Viet Nam,VN,48567.520000,HH35,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P145055,Sustainable Agriculture Transformation Project,Goods,Request for Quotations,"Agriculture, Fishing and Forestry;Industry, Trade and Services",1544554,Equipment for laboratories,2016-12-24,YAMAGUCHI VIET NAM JOINT STOCK COMPANY,Viet Nam,VN,23953.370000,HH36,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544572,"HG/W1/2015: Upgrading and Rehabilitation of Irrigation Works in Hung An commune, Bac Quang district, Ha Giang province",2017-01-13,HA NAM COMPANY LIMITED,Viet Nam,VN,717227.280000,HG/W1/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544572,"HG/W1/2015: Upgrading and Rehabilitation of Irrigation Works in Hung An commune, Bac Quang district, Ha Giang province",2017-01-13,KIEN CUONG COMPANY LIMITED,Viet Nam,VN,717227.280000,HG/W1/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544581,"HG/W5/2015: Upgrading and Rehabilitation of Irrigation Works in Nam Nang, Tan Thanh 2, 3 hamlets, Lien Hiep commune, Bac Quang distr ict, Ha Giang province",2017-01-13,NHI HA COMPANY LIMITED,Viet Nam,VN,454027.600000,HG/W5/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544581,"HG/W5/2015: Upgrading and Rehabilitation of Irrigation Works in Nam Nang, Tan Thanh 2, 3 hamlets, Lien Hiep commune, Bac Quang distr ict, Ha Giang province",2017-01-13,MINH DANG COMPANY LIMITED,Viet Nam,VN,454027.600000,HG/W5/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544581,"HG/W5/2015: Upgrading and Rehabilitation of Irrigation Works in Nam Nang, Tan Thanh 2, 3 hamlets, Lien Hiep commune, Bac Quang distr ict, Ha Giang province",2017-01-13,HAI HOA COMPANY LIMITED,Viet Nam,VN,454027.600000,HG/W5/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P123960,Social Assistance System Strengthening Project,Consultant Services,Individual Consultant Selection,Social Protection;Public Administration,1544632,01 National consultant for C4D and social collaborator model development (replacement of Mrs. Nguyen Phuong Anh),2016-11-28,MAI THI THANH HA,Viet Nam,VN,42000.000000,TV9,Post
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544709,"HG/W2/2015: Upgrading and Rehabilitation of Irrigation Works in Yen Ha commune, Quang Binh district, Ha Giang province",2017-01-13,MACHINERY CONSTRUCTION JOINT STOCK COMPANY NO. 1,Viet Nam,VN,388121.630000,HG/W2/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544709,"HG/W2/2015: Upgrading and Rehabilitation of Irrigation Works in Yen Ha commune, Quang Binh district, Ha Giang province",2017-01-13,QUANG TIEN CONSTRUCTION COMPANY LIMITED,Viet Nam,VN,388121.630000,HG/W2/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544710,"HG/W4/2015: Upgrading and Rehabilitation of Irrigation Works in Vo Diem commune, Bac Quang district, Ha Giang province",2017-01-13,HUY PHU CONSTRUCTION AND INVESTMENT ONE MEMBER LIMITED LIABILITY COMPANY,Viet Nam,VN,275319.020000,HG/W4/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544710,"HG/W4/2015: Upgrading and Rehabilitation of Irrigation Works in Vo Diem commune, Bac Quang district, Ha Giang province",2017-01-13,KY NAM COMPANY LIMITED,Viet Nam,VN,275319.020000,HG/W4/2015,Prior
2024-10-05,2017,EAST ASIA AND PACIFIC,Vietnam,VN,P130014,Vietnam Irrigated Agriculture Improvement Project,Civil Works,Request for Bids,"Agriculture, Fishing and Forestry",1544710,"HG/W4/2015: Upgrading and Rehabilitation of Irrigation Works in Vo Diem commune, Bac Quang district, Ha Giang province",2017-01-13,ONE MEMBER LIMITED LIABILITY COMPANY NO. 459,Viet Nam,VN,275319.020000,HG/W4/2015,Prior
