SoTT;NamPhatHanh;So;DangTaiLieu;NgonNguTaiLieu;TenTaiLieu;TacGia;TenNguonTrich;DuLieuNguonTrich;DacTrungSoLuong;PhuChuTaiLieu;ISSNISBN;DeMuc;TuKhoa;TuKhoaPhu;TuKhoaChuaKiemSoat;TuKhoaDiaLy;TuKhoaSinhHoc;TomTatTiengViet;TomTatTiengAnh;KyHieuKhoa;NoiDung;NhanDeDichTAnh;NguonTrichLaKyYeu,TapChi;DiemTapChi;LinhVucKHCN;TuKhoaTAnh;TomTatTAnh
32;2016;DB;BB;Vie;Thực trạng mối quan hệ giữa kết quả học tập với đầu ra - việc làm của sinh viên ngành giáo dục thể chất trường Đại học Tây Bắc;Phạm Đức Viễn;Khoa học Đào tạo Thể dục thể thao;;237-239;;1859-4417;14.35.18;"Kết quả học tập; Đầu ra việc làm; Sinh viên ngành GDTC; Đại học Tây Bắc";;;;;Bằng các phương pháp phân tích tổng hợp tài liệu, điều tra xã hội học và thống kê đề tài đã khảo sát thực trạng kết quả học tập sinh viên ngành Giáo dục thể chất Trường Đại học Tây Bắc, đồng thời xác định mối quan hệ đầu ra - việc làm của sinh viên nhằm đánh giá mức độ phù hợp của chương trình đào tạo với khả năng đáp ứng nhu cầu thực tiễn của xã hội. Kết quả nghiên cứu là cơ sở thực tiễn để đề xuất những điều chỉnh nội dung chương trình đào tạo.;;TTKHCNQG, CVv435;;;;;;;
33;2016;DB;BB;Vie;Đánh giá mức độ thích ứng hoạt động học tập của sinh viên khóa đại học 7 trường đại học TDTT Đà Nẵng khi áp dụng đào tạo theo tín học chế tín chỉ;"Nguyễn Nho Dũng; Nguyễn Ngọc Long";Khoa học Đào tạo Thể dục thể thao;;240-246;;1859-4417;14.35.12;"Hoạt động học tập; Học chế tín chỉ; Thích ứng; Sinh viên";;;;;"Trường Đại học TDTT Đà Nẵng chuyển sang đào tạo theo học tín chỉ và bước đầu đánh giá mức độ thích ứng học tập sinh viên qua ba mặt "" nhận thức - thái độ - hành động"" cho kết quả thích ứng tốt. Đã đề xuất được ba biện pháp nhằm nâng cao khả năng thích ứng của sinh viên trong quá trình học tập theo học chế tín chỉ.";;TTKHCNQG, CVv435;;;;;;;
34;2016;DB;BB;Vie;Lựa chọn và ứng dụng bài tập phát triển sức bền tốc độ cho nam sinh viên chuyên ngành cầu lông năm thứ 2 ngành huấn luyện thể thao, trường Đại học TDTT Bắc Ninh.;Nguyễn Thị Huyền;Khoa học Đào tạo Thể dục thể thao;;247-250;;1859-4417;77.29.07;"Bài tập; Sức bền tốc độ; Sinh viên; Cầu lông; Huấn luyện thể thao";;;;;Sử dụng các phương pháp nghiên cứu khoa học thường quy trong Thể dục thể thao, đề tài lựa chọn được 20 bài tập phát triển sức bền tốc độ cho nam sinh viên chuyên ngành Cầu lông năm thứ hai Huấn luyện thể thao Trường Đại học TDTT;;TTKHCNQG, CVv435;;;;;;;
35;2016;DB;BB;Vie;Xây dựng tiêu chuẩn đánh giá năng lực phối hợp vận động cho sinh viên chuyên ngành thể dục trường đại học Hùng Vương tỉnh Phú Thọ;"Lương Thị Thúy Hồng; Phạm Tuấn Hiệp";Khoa học Đào tạo Thể dục thể thao;;251-254;;1859-4417;14.35.22;"Tiêu chuẩn; Năng lực phối hợp vận động; Sinh viên; Chuyên thể dục; Trường Đại học Hùng Vương; Phú Thọ";;;;;Sử dụng các phương pháp nghiên cứu thường quy, lựa chọn được 8 test tiêu chuẩn trong đánh giá năng lực phối hợp vận động cho sinh viên chuyên Thể dục, Trường Đại học Hùng Vương, tỉnh Phú Thọ. Trên cơ sở đó, xây dựng được tiêu chuẩn phân loại, bảng điểm và bảng điểm tổng hợp đánh giá năng lực phối hợp vận động cho đối tượng nghiên cứu.;;TTKHCNQG, CVv435;;;;;;;
36;2016;DB;BB;Vie;Xây dựng tiêu chuẩn kiểm tra đẳng cấp II thể dục Aerobic cho sinh viên chuyên ngành thể dục ngành giáo dục thể chất trường Đại học Thể dục Thể thao Bắc Ninh.;Nguyễn Thị Kim Nga;Khoa học Đào tạo Thể dục thể thao;;255-259;;1859-4417;14.35.18;"Tiêu chuẩn đẳng cấp II; Nội dung; Aerobic; Chuyên ngành thể dục; Trường Đại học TDTT Bắc Ninh";;;;;Để đáp ứng nhu cầu của sinh viên cũng như góp phần nâng cao chất lượng hiệu quả của công tác giảng dạy, đề tài đã chọn lựa nội dung kiểm tra đẳng cấp II Thể dục Aerobic với 15 tiêu chí, đồng thời cũng tiến hành xây dựng tiêu chuẩn kiểm tra đẳng cấp II thể dục Aerobic theo 15 tiêu chí đã lựa chọn. Kết quả kiểm nghiệm trong thực tieenc đã cho thấy sự phù hợp với trình độ của sinh viên chuyên ngành Thể dục ngành GDTC trường Đại học TDTT Bắc Ninh.;;TTKHCNQG, CVv435;;;;;;;
37;2016;DB;BB;Vie;Nghiên cứu lựa chọn các test đánh giá thể lực cho nam học sinh nghề cơ khí tại Thành phố Hồ Chí Minh;"Tống Ngọc Hiệp; Nguyễn Quang Vinh";Khoa học Đào tạo Thể dục thể thao;;260-264;;1859-4417;14.35.22;"Test; Thể lực; Học sinh; Nghề cơ khí; Thành phố Hồ Chí Minh";;;;;"Bài viết sử dụng các phương pháp nghiên cứu thường qui trong thể dục thể thao; tiến hành các bước tổng hợp tài liệu, phỏng vấn, kiểm tra độ tin cậy và tính thông báo đã xác định 09 test có đủ độ tin cậy và tính thông báo để đánh giá thể lực cho nam học sinh nghề cơ khí tại TP.Hồ Chí Minh.";;TTKHCNQG, CVv435;;;;;;;
38;2016;DB;BB;Vie;Lựa chọn bài tập nâng cao kết quả học tập môn bóng bàn cho nam sinh viên năm thứ 2 trường Đại học Thăng Long;Hoàng Định Hôm;Khoa học Đào tạo Thể dục thể thao;;265-268;;1859-4417;77.29.31;"Bài tập; Kết quả; Bóng bàn; Nam sinh viên năm thứ 2; Đại học Thăng Long";;;;;Sử dụng các phương pháp nghiên cứu khoa học cơ bản đã lựa chọn được 26 bài tập nâng cao kết quả học tập môn bóng bàn và 08 test đánh giá kết quả học tập môn bóng bàn cho nam sinh viên năm thứ 2 có đủ độ tin cậy, tính thông báo cho nam sinh viên năm thứ 2 trường Đại học Thăng Long.;;TTKHCNQG, CVv435;;;;;;;
39;2016;DB;BB;Vie;Nghiên cứu phát triển năng lực tự học cho sinh viên chuyên ngành giáo dục thể chất trong quá trình đào tạo tại các nhà trường sư phạm;Lê Trường Sơn Chấn Hải;Khoa học Đào tạo Thể dục thể thao;;269-275;;1859-4417;14.35.12;"Năng lực tự học; Giáo viên TDTT; Nhà trường sư phạm";;;;;"Với quan điểm "" Biến quá trình đào tạo thành quá trình tự đào tạo"", việc hình thành và triển năng lực tự học cho sinh viên trong đào tạo giáo viên TDTT phải được coi là mục tiêu và sản phẩm đào tạo của các nhà trường Sư phạm. Đó là điều kiện cơ bản để nâng cao chất lượng đào tạo của mỗi nhà trường và là nền tảng tiềm lực để đội ngũ giáo viên TDTT tương lai tự phát triển lâu dài về trình đồ chuyên môn";;TTKHCNQG, CVv435;;;;;;;
40;2016;DB;BB;Vie;Lựa chọn, ứng dụng và đánh giá hiệu quả các bài tập phát triển thể lực chuyên môn cho nam sinh viên chuyên ngành bóng đá năm thứ 3 ngành GDTC trường Đại học TDTT Bắc Ninh;Nguyễn Việt Cường;Khoa học Đào tạo Thể dục thể thao;;276-279;;1859-4417;14.35.18;"Bài tập; Thể lực chuyên môn; Sinh viên; Bóng đá; Giáo dục thể chất; Trường Đại học TDTT Bắc Ninh";;;;;Sử dụng các phương pháp nghiên cứu cơ bản, đã lựa chọn được 21 bài tập phát triển thể lực chuyên môn và 5 test đánh giá thể lực chuyên môn có đủ độ tin cậy, tính thông báo cho sinh viên chuyên ngành Bóng đá năm thứ 3 ngành Giáo dục thể dục thể thao thể thao Bắc Ninh.;;TTKHCNQG, CVv435;;;;;;;
41;2016;DB;BB;Vie;Lựa chọn, ứng dụng và đánh giá hiệu quả các bài tập phát triển thể lực chuyên môn cho sinh viên chuyên ngành bóng đá nam năm thứ 3 ngành giáo dục thể chất trường Đại học Thể dục thể thao Bắc Ninh;Nguyễn Việt Cường;Khoa học Đào tạo Thể dục thể thao;;276-279;;1859-4417;14.35.18;"Bài tập; Thể lực chuyên môn; Sinh viên; Bóng đá; Giáo dục thể chất; Trường Đại học Thể dục thể thao Bắc Ninh";;;;;Sử dụng các phương pháp nghiên cứu cơ bản đã lựa chọn được 21 bài tập phát triển thể lực chuyên môn và 5 test đánh giá thể lực chuyên môn có đủ độ tin cậy, tính thông báo cho sinh viên chuyên ngành Bóng đá năm thứ 3 ngành GDTC trường Đại học TDTT Bắc Ninh;;TTKHCNQG, CVv435;;;;;;;
42;2016;DB;BB;Vie;Kế hoạch huấn luyện thể lực, kỹ thuật, chiến thuật cho vận động viên tennis trẻ thời kỳ chuẩn bị trong chu kỳ huấn luyện năm, giai đoạn chuyên môn hóa ban đầu;"V.Yu.Karpov; R.E.Petrunin; M.A.Petrova";Khoa học Đào tạo Thể dục thể thao;;281-286;;1859-4417;77.29.77;"Chương trình; Huấn luyện thể lực; Kỹ-chiến thuật; Giai đoạn chuyên môn hóa ban đầu; Thời kỳ chuẩn bị; Chu kỳ năm";;;;;Chương trình huấn luyện có xét đến đặc điểm hình thành năng lực kỹ - chiến thuật và các phẩm chất tâm lý, cho phép thực hiện những chẩn đoán kịp thời và điều chỉnh trình độ thể lực cũng như kỹ chiến thuật của VĐV Tennis trẻ, cho phép hiện đại hóa quá trình giáo dục và huấn luyện các VĐV Tennis trẻ nhằm nâng cao hiệu quả của nhân tố thể lực và kỹ- chiến thuật trong các hoạt động thi đấu Tennis;;TTKHCNQG, CVv435;;;;;;;
43;2016;DB;BB;Vie;Thực trạng trình độ kỹ thuật của vận động viên bắn súng đội tuyển trẻ quốc gia tại trường Đại học Thể dục thể thao Bắc Ninh;Đỗ Hữu Trường;Khoa học Đào tạo Thể dục thể thao;;287-290;;1859-4417;77.29.55;"Trình độ kỹ thuật; Vận động viên bắn súng; Tuyển trẻ quốc gia; Đại học Thể dục thể thao Bắc Ninh.";;;;;Thông qua cá phương pháp phân tích và tổng hợp tài liệu, phương pháp phỏng vấn tọa đàm, phương pháp kiểm tra sư phạm, phương pháp toán học thống kê, quá trình nghiên cứu Đại học TDTT Bắc Ninh theo kế hoạch huấn luyện năm. Kết quả nghiên cứu cho thấy, trình độ kỹ thuật của VĐV phát triển theo các thời kỳ huấn luyện, trong đó trình độ kỹ thuật đạt mức tốt nhất chủ yếu là ở thời kỳ huấn luyện tiền thi đấu và thời kỳ thi đấu.;;TTKHCNQG, CVv435;;;;;;;
44;2016;DB;BB;Vie;Đánh giá phẩm chất và năng lực công tác của cử nhân ngành huấn luyện thể thao trường đại học thể dục thể thao Bắc Ninh theo hướng đáp ứng nhu cầu xã hội;Nguyễn Văn Hòa;Khoa học Đào tạo Thể dục thể thao;;291-296;;1859-4417;77.03.11;"Lựa chọn; Hệ thống tiêu chuẩn; Tiêu chí; Đánh giá phẩm chất và năng lực; Khoa huấn luyện thể thao; Trường Đại học TDTT Bắc Ninh";;;;;Bằng các phương pháp nghiên cứu thường quy, đã lựa chọn được hệ thống tiêu chuẩn, tiêu chí đánh giá phẩm chất và năng lực công tác của cử nhân ngành Huấn luyện thể thao theo hướng đáp ứng nhu cầu xã hội, nhằm lấy ý kiến của người sử dụng lao động, các chuyên gia, nhà quản lý, các huấn luyện viên đánh giá sản phẩm đào tạo của ngành HLTT là những sinh viên ra trường, đang công tác tại Trung tâm Thể dục thể thao, các câu lạc bộ thể thao thuộc các tỉnh thành phía Bắc;;TTKHCNQG, CVv435;;;;;;;
45;2016;DB;BB;Vie;Yếu tố chủ yếu ảnh hưởng đến sự phát triển bền vững cờ vua thành tích cao Việt Nam;Hoàng Hải;Khoa học Đào tạo Thể dục thể thao;;297-302;;1859-4417;77.29.68;"Yếu tố ảnh hưởng; Cờ vua; VĐV cờ vua; Việt Nam; Phát triển bền vững";;;;;Thông qua thực trạng phát triển Cờ vua thành tích cao Việt Nam, phân tích đánh giá những yếu tố chủ yếu ảnh hưởng đến sự phát triển bền vững Cờ vua thành tích cao, trên cơ sở đó đề ra những giải pháp phát triển bền vững Cờ vua thành tích cao Việt Nam.;;TTKHCNQG, CVv435;;;;;;;
46;2016;DB;BB;Vie;Đánh giá sự phát triển về thể lực và kỹ thuật của nam vận động viên bóng đá lứa tuổi 13-14 tỉnh Đồng Nai sau 06 tháng tập luyện;Lý Vĩnh Trường;Khoa học Đào tạo Thể dục thể thao;;303-308;;1859-4417;77.05.05;"Thể lực; Kỹ thuật; Nam vận động viên; Lứa tuổi 13-14; Đồng Nai";;;;;Kết quả nghiên cứu đã thể hiện mức độ phát triển về thể lực và kỹ thuật của nam vận động viên bóng đá lứa tuổi 13-14 tỉnh Đồng Nai sau 06 tháng tập luyện có sự tăng trưởng khác biệt đồng đều, cụ thể như sau: Về kỹ thuật: Test chuyền bóng vào cầu môn 2x2m cự ly 15m có độ tăng tiến cao nhất với W=13.65 phần trăm, test dẫn bóng luồn cọc có độ tăng tiến thấp nhất với W=2.25 phần trăm. Về thể lực: Test dẻo gập thân có độ tăng tiến cao nhất với W=12.85 phần trăm, test chạy 1500m có độ tăng tiến thấp nhất với W=0,97 phần trăm. Điều này bước đầu đã cho thấy hiệu quả của quá trình tập luyện cũng như kế hoạch huấn luyện của đội bóng, phù hợp với quy luật phát triển lứa tuổi.;;TTKHCNQG, CVv435;;;;;;;
47;2016;DB;BB;Vie;ứng dụng bài tập sức mạnh bền trong nâng cao hiệu quả kỹ thuật đánh ngã cho nam vận động viên đội tuyển pencak silat trẻ quốc gia;Trần Kim Tuyến;Khoa học Đào tạo Thể dục thể thao;;309-313;;1859-4417;77.29.14;"Bài tập; Kỹ thuật đánh giá; Sức mạnh bền; Nam vận động viên; Pencak Silat";;;;;Sử dụng các phương pháp nghiên cứu khoa học thường quy, lựa chọn được 29 bài tập sức mạnh bền trong nâng cao hiệu quả kỹ thuật đánh giá và 05 test có đủ tính đại diện để đánh giá hiệu quả cho VĐV nam đội tuyển Pencak Silat trẻ Quốc gia.;;TTKHCNQG, CVv435;;;;;;;
48;2016;DB;BB;Vie;Xây dựng tiêu chuẩn đánh giá trình độ sức mạnh bền của nam vận động viên Rowing lứa tuổi 17-18 tại trung tâm huấn luyện thể thao quốc gia Đà Nẵng;"Lê Hồng Sơn; Nguyễn Tuấn Anh";Khoa học Đào tạo Thể dục thể thao;;314-317;;1859-4417;77.29.75;"Tiêu chuẩn; Bảng điểm; Bảng điểm tổng hợp; Sức mạnh bền; Vận động viên Rowing";;;;;Kết quả nghiên cứu đã lựa chọn 06 test đảm bảo độ tin cậy và tính thông báo để đánh giá trình độ sức mạnh của nam VĐV Rowing lứa tuổi 17-18 tại Trung tâm HLTT quốc gia Đà Nẵng. Trên cơ sở kết quả lập test đã xây dựng được bảng tiêu chuẩn và bảng điểm đánh giá trình độ sức mạnh bền của đối tượng nghiên cứu.;;TTKHCNQG, CVv435;;;;;;;
49;2016;DB;BB;Vie;Diễn biến trình độ tập luyện của vận động viên cầu lông đội tuyển trẻ quốc gia Trường Đại học thể dục thể thao Bắc Ninh theo các thời kỳ trong chu kỳ huấn luyện năm 2016;Nguyễn Văn Đức;Khoa học Đào tạo Thể dục thể thao;;318-322;;1859-4417;77.29.07;"Diễn biến; Trình độ tập luyện; Vận động viên; Cầu lông; Đội tuyển quốc gia; Chu kỳ huấn luyện";;;;;Sử dụng các phương pháp nghiên cứu khoa học thường quy trong TDTT đề tài xác định được diễn biến trình độ tập luyện của VĐV Cầu lông đội tuyển Quốc gia Trường Đại học TDTT Bắc Ninh theo các thời kỳ trong chu kỳ huấn luyện năm 2016;;TTKHCNQG, CVv435;;;;;;;
